0.25,0.272667,0.295826,0.319364,0.34317,0.367135,0.391154,0.415128,0.438963,0.462574,0.485882,0.508815,0.53131,0.553311,0.574771,0.595648,0.615908,0.635526,0.65448,0.672755,0.690341,0.707234,0.723433,0.738941,0.753765,0.767914,0.781402,0.794242,0.80645,0.818043,0.829042
0.839465,0.849333,0.858667,0.867488,0.875817,0.883675,0.891084,0.898063,0.904634,0.910817,0.91663,0.922092,0.927223,0.932038,0.936556,0.940793,0.944764,0.948484,0.951968,0.95523,0.958281,0.961135,0.963804,0.966298,0.968629,0.970806,0.972838,0.974735,0.976505,0.978157,0.979697
0.981133,0.982471,0.983718,0.98488,0.985961,0.986969,0.987907,0.988779,0.989591,0.990346,0.991049,0.991702,0.992309,0.992873,0.993397,0.993884,0.994336,0.994755,0.995145,0.995507,0.995842,0.996154,0.996442,0.99671,0.996958,0.997189,0.997402,0.997599,0.997782,0.997952,0.998109
0.998254,0.998388,0.998513,0.998628,0.998734,0.998833,0.998924,0.999008,0.999086,0.999158,0.999224,0.999285,0.999342,0.999394,0.999443,0.999487,0.999528,0.999566,0.999601,0.999633,0.999663,0.99969,0.999715,0.999739,0.99976,0.99978,0.999798,0.999814,0.99983,0.999844,0.999857
0.999869,0.99988,0.99989,0.999899,0.999907,0.999915,0.999922,0.999929,0.999935,0.999941,0.999946,0.99995,0.999955,0.999959,0.999962,0.999965,0.999968,0.999971,0.999974,0.999976,0.999978,0.99998,0.999982,0.999983,0.999985,0.999986,0.999987,0.999989,0.99999,0.999991,0.999991
0.999992,0.999993,0.999994,0.999994,0.999995,0.999995,0.999996,0.999996,0.999996,0.999997,0.999997,0.999997,0.999998,0.999998,0.999998,0.999998,0.999998,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00001,1.00001,1.00001,1.00001,1.00001
1.00001,1.00001,1.00001,1.00001,1.00001,1.00001,1.00002,1.00002,1.00002,1.00002,1.00002,1.00002,1.00003,1.00003,1.00003,1.00003,1.00004,1.00004,1.00005,1.00005,1.00005,1.00006,1.00006,1.00007,1.00008,1.00008,1.00009,1.0001,1.00011,1.00012,1.00013
1.00014,1.00016,1.00017,1.00019,1.0002,1.00022,1.00024,1.00026,1.00028,1.00031,1.00034,1.00037,1.0004,1.00043,1.00047,1.00051,1.00056,1.00061,1.00066,1.00072,1.00078,1.00084,1.00091,1.00099,1.00108,1.00117,1.00127,1.00137,1.00149,1.00161,1.00175
1.00189,1.00205,1.00222,1.00241,1.00261,1.00282,1.00305,1.0033,1.00357,1.00386,1.00418,1.00451,1.00488,1.00527,1.0057,1.00615,1.00665,1.00718,1.00775,1.00837,1.00903,1.00975,1.01052,1.01135,1.01224,1.0132,1.01424,1.01535,1.01655,1.01784,1.01923
